SPHERICA !   Z   N     B [MeV]     dB[MeV]    R0 [fm]   sigma [fm]  Rch [fm]   Rp [fm]
            71
             6    6   -92.16069    0.00000    2.44300    0.81000    0.00000    0.00000
             8    8  -127.61723    0.00000    2.77700    0.83900    2.70100    2.57728
            14   20  -283.42083    0.01411    0.00000    0.00000    0.00000    0.00000
            16   20  -308.70312    0.00018    3.57700    0.99400    3.29900    3.20303
            18   20  -327.32804    0.00034    0.00000    0.00000    3.40400    3.30864
            20   16  -281.34140    0.04000    0.00000    0.00000    0.00000    0.00000
            20   18  -313.10392    0.00456    0.00000    0.00000    0.00000    0.00000
            20   20  -342.03360    0.00020    3.84500    0.97800    3.47800    3.38282
            20   22  -361.87704    0.00025    3.87600    0.99900    3.51300    3.42049
            20   24  -380.94104    0.00040    3.91200    0.97500    3.52300    3.43245
            20   26  -398.75027    0.00225    0.00000    0.00000    3.50200    3.41260
            20   28  -415.97198    0.00408    3.96400    0.88100    3.47900    3.39070
            20   30  -427.47131    0.00925    0.00000    0.00000    3.52300    3.43752
            20   32  -436.55224    0.69862    0.00000    0.00000    0.00000    0.00000
            22   20  -346.88210    0.00546    0.00000    0.00000    0.00000    0.00000
            22   28  -437.75775    0.00080    4.05100    0.94700    3.57000    3.48189
            24   28  -456.32058    0.00078    4.17300    0.92400    3.64200    3.55394
            26   28  -471.72806    0.00070    4.25800    0.90000    3.69300    3.60474
            28   28  -483.95050    0.01109    0.00000    0.00000    3.75000    3.66189
            28   30  -506.41717    0.00064    4.36400    0.00000    3.77600    3.68964
            28   32  -526.80421    0.00060    4.39600    0.92600    3.81800    3.73372
            28   34  -545.22083    0.00062    4.43800    0.93700    3.84800    3.76550
            28   36  -561.71668    0.00064    4.48600    0.91600    3.86800    3.78703
            28   40  -590.36648    0.00299    0.00000    0.00000    0.00000    0.00000
            34   50  -727.28411    0.00198    0.00000    0.00000    0.00000    0.00000
            36   50  -749.15919    0.00009    0.00000    0.00000    4.18400    4.11071
            38   50  -768.38296    0.00106    4.99400    0.92300    4.22000    4.14633
            40   50  -783.79526    0.00234    5.04000    0.95700    4.26900    4.19528
            42   50  -796.39907    0.00377    5.10400    0.95000    4.31500    4.24126
            44   50  -806.74888    0.00390    0.00000    0.00000    0.00000    0.00000
            46   50  -814.91396    0.00470    0.00000    0.00000    0.00000    0.00000
            48   50  -820.91761    0.07801    0.00000    0.00000    0.00000    0.00000
            50   50  -824.62947    0.70540    0.00000    0.00000    0.00000    0.00000
            50   58  -914.50074    0.00574    0.00000    0.00000    4.56300    4.49294
            50   62  -953.36675    0.00426    5.47700    0.96300    4.59600    4.52748
            50   64  -971.40893    0.00319    5.50900    0.94800    4.61000    4.54220
            50   66  -988.51881    0.00290    5.54100    0.94500    4.62600    4.55895
            50   68 -1004.78946    0.00283    5.57100    0.93100    4.64000    4.57366
            50   70 -1020.38103    0.00252    5.59100    0.00000    4.65200    4.58634
            50   72 -1035.36456    0.00268    5.62800    0.89500    4.66300    4.59800
            50   74 -1049.79795    0.00136    5.64000    0.90800    4.67400    4.60966
            50   76 -1063.72433    0.01071    0.00000    0.00000    0.00000    0.00000
            50   78 -1077.18119    0.02726    0.00000    0.00000    0.00000    0.00000
            50   80 -1090.12811    0.01066    0.00000    0.00000    0.00000    0.00000
            50   82 -1102.68603    0.01360    0.00000    0.00000    0.00000    0.00000
            50   84 -1109.07025    0.09996    0.00000    0.00000    0.00000    0.00000
            52   82 -1123.25310    0.01072    0.00000    0.00000    0.00000    0.00000
            54   82 -1141.67949    0.00707    0.00000    0.00000    4.79100    4.72873
            56   82 -1158.07598    0.00041    5.86800    0.90000    4.83400    4.77163
            58   82 -1172.45664    0.00252    0.00000    0.00000    4.87700    4.81458
            60   82 -1184.88667    0.00227    5.87600    0.98900    4.91500    4.85250
            62   82 -1195.46065    0.00274    0.00000    0.00000    4.96000    4.89755
            64   82 -1204.13814    0.00467    0.00000    0.00000    4.98400    4.92137
            66   82 -1210.45971    0.01066    0.00000    0.00000    5.04600    4.98370
            68   82 -1214.98739    0.01725    0.00000    0.00000    5.07600    5.01365
            70   82 -1218.01338    0.20839    0.00000    0.00000    0.00000    0.00000
            80  126 -1620.54246    0.02039    0.00000    0.00000    5.48500    5.43129
            82  116 -1559.48128    0.01465    0.00000    0.00000    5.45000    5.39422
            82  118 -1575.81684    0.01100    0.00000    0.00000    5.45900    5.40357
            82  120 -1591.64987    0.00808    0.00000    0.00000    5.47400    5.41899
            82  122 -1606.96857    0.00122    6.74900    0.91800    5.48300    5.42834
            82  124 -1621.78701    0.00124    6.76600    0.92100    5.49400    5.43971
            82  126 -1635.89266    0.00125    6.77600    0.91300    5.50400    5.45007
            82  128 -1645.01508    0.00147    0.00000    0.00000    5.52300    5.46952
            82  130 -1653.97679    0.00212    0.00000    0.00000    5.54200    5.48896
            82  132 -1662.75325    0.00235    0.00000    0.00000    5.55900    5.50638
            84  126 -1644.64324    0.00126    0.00000    0.00000    5.53400    5.47998
            86  126 -1651.89482    0.00318    0.00000    0.00000    5.55500    5.50082
            88  126 -1657.67874    0.00920    0.00000    0.00000    5.57100    5.51662
            90  126 -1662.01769    0.01296    0.00000    0.00000    0.00000    0.00000
            92  126 -1664.94051    0.03052    0.00000    0.00000    0.00000    0.00000
DEFORMED ! Z   N     B [MeV]      dB [MeV]    b2 (SLy4) Meas.
            233
            10   12  -177.76671    0.00002    0.35000   1
            12   10  -168.57233    0.00134    0.35000   1
            12   12  -198.25158    0.00002    0.35000   1
            12   24  -259.73456    0.50400    0.35000   0
            14   24  -299.81662    0.13748    0.35000   1
            14   26  -306.42490    0.55604    0.35000   1
            24   24  -411.43757    0.00739    0.35000   1
            24   26  -435.02054    0.00100    0.35000   1
            26   24  -417.66588    0.06000    0.35000   1
            26   26  -447.66458    0.00655    0.35000   1
            32   32  -545.82241    0.03168    0.35000   1
            34   56  -755.66446    0.36000    0.35000   0
            38   38  -637.84931    0.03724    0.35000   1
            40   66  -883.83736    0.53000    0.35000   0
            44   58  -877.82772    0.00204    0.35000   1
            44   60  -892.96127    0.00312    0.35000   1
            46   64  -940.07111    0.01089    0.35000   1
            46   70  -980.00574    0.00792    0.35000   1
            52   58  -919.25903    0.05269    0.35000   1
            52   60  -940.42588    0.17024    0.35000   1
            52   62  -961.15577    0.02793    0.35000   1
            54   58  -921.50947    0.10405    0.35000   1
            54   60  -944.77137    0.01117    0.35000   1
            54   62  -966.87486    0.01299    0.35000   1
            54   64  -988.04976    0.01038    0.35000   1
            54   66 -1008.28584    0.01176    0.35000   1
            54   68 -1027.61101    0.01110    0.35000   1
            54   70 -1046.05870    0.00186    0.35000   1
            54   72 -1063.70971    0.00630    0.35000   1
            54   90 -1177.14600    0.28800    0.35000   0
            56   60  -946.80802    0.34800    0.35000   0
            56   62  -970.80602    0.23600    0.35000   0
            56   64  -993.41930    0.30012    0.35000   1
            56   66 -1015.28225    0.02794    0.35000   1
            56   68 -1035.90570    0.01252    0.35000   1
            56   70 -1055.62849    0.01247    0.35000   1
            56   72 -1074.50274    0.01011    0.35000   1
            56   74 -1092.50539    0.00273    0.35000   1
            56   90 -1199.38499    0.07227    0.35000   1
            56   92 -1208.54101    0.08421    0.35000   1
            58   64  -996.87112    0.36600    0.35000   0
            58   66 -1020.03712    0.24800    0.35000   0
            58   68 -1042.19551    0.02797    0.35000   1
            58   70 -1063.05152    0.02790    0.35000   1
            58   72 -1083.08320    0.02795    0.35000   1
            58   74 -1102.27691    0.02059    0.35000   1
            58   88 -1208.47679    0.06643    0.35000   1
            58   90 -1219.33470    0.02945    0.35000   1
            58   92 -1229.91032    0.04785    0.35000   1
            58   94 -1240.38912    0.15200    0.35000   0
            58   96 -1250.09112    0.46200    0.35000   0
            60   66 -1022.73930    0.37800    0.35000   0
            60   68 -1046.14530    0.25600    0.35000   0
            60   70 -1068.67199    0.02795    0.35000   1
            60   72 -1089.64422    0.02416    0.35000   1
            60   74 -1110.00739    0.01179    0.35000   1
            60   76 -1129.70293    0.01183    0.35000   1
            60   88 -1224.77282    0.00281    0.35000   1
            60   90 -1237.19175    0.00315    0.35000   1
            60   92 -1249.80272    0.02462    0.35000   1
            60   94 -1261.47885    0.11396    0.35000   1
            60   96 -1272.46022    0.20296    0.35000   1
            60   98 -1282.54730    0.47400    0.35000   0
            62   68 -1048.04454    0.39000    0.35000   0
            62   70 -1071.82854    0.26400    0.35000   0
            62   72 -1094.23654    0.13400    0.35000   0
            62   74 -1115.72911    0.01251    0.35000   1
            62   76 -1136.55860    0.01187    0.35000   1
            62   88 -1238.97399    0.00240    0.35000   1
            62   90 -1252.82804    0.00243    0.35000   1
            62   92 -1266.66344    0.00262    0.35000   1
            62   94 -1279.71483    0.00952    0.35000   1
            62   96 -1291.69986    0.07837    0.35000   1
            62   98 -1303.08454    0.16000    0.35000   0
            62  100 -1313.54454    0.48600    0.35000   0
            64   72 -1096.40682    0.40800    0.35000   0
            64   74 -1119.29682    0.13800    0.35000   0
            64   88 -1251.18707    0.00258    0.22626   1
            64   90 -1266.32864    0.00246    0.28037   1
            64   92 -1281.30023    0.00250    0.31075   1
            64   94 -1295.59749    0.00253    0.32157   1
            64   96 -1308.99194    0.00256    0.32801   1
            64   98 -1321.47330    0.00454    0.33233   1
            64  100 -1333.02282    0.32800    0.46572   0
            64  102 -1343.80482    0.66400    0.46117   0
            66   74 -1120.80014    0.56000    0.51905   0
            66   88 -1261.42632    0.00770    0.22000   1
            66   90 -1277.70063    0.00655    0.26728   1
            66   92 -1293.72542    0.00348    0.30122   1
            66   94 -1309.13406    0.00256    0.30000   1
            66   96 -1323.78552    0.00259    0.32179   1
            66   98 -1337.71449    0.00246    0.30000   1
            66  100 -1350.47410    0.00249    0.32874   1
            66  102 -1362.59073    0.13994    0.32676   1
            66  104 -1373.79014    0.17000    0.44510   0
            68   88 -1269.79523    0.02449    0.30023   1
            68   90 -1287.02880    0.02528    0.35779   1
            68   92 -1303.92609    0.02448    0.40452   1
            68   94 -1320.35290    0.00340    0.43385   1
            68   96 -1336.10249    0.00312    0.44738   1
            68   98 -1351.22716    0.00249    0.45398   1
            68  100 -1365.43500    0.00252    0.45582   1
            68  102 -1378.69547    0.00272    0.30000   1
            68  104 -1391.21286    0.00464    0.31000   1
            68  106 -1402.79249    0.34800    0.42550   0
            70   88 -1276.15050    0.00822    0.27784   1
            70   90 -1294.44801    0.01648    0.32482   1
            70   92 -1312.25256    0.01604    0.36478   1
            70   94 -1329.58624    0.01607    0.40004   1
            70   96 -1346.29473    0.00830    0.43024   1
            70   98 -1362.42349    0.00437    0.45114   1
            70  100 -1377.76048    0.00238    0.32000   1
            70  102 -1392.39445    0.00241    0.35000   1
