1	108	156	-1925.69700	2.0	F1SPN100_F0SPN001_F0SPN001	1
2	106	154	-1908.03775	2.0	F1SPN099_F0SPN001_F0SPN001	1
3	104	152	-1889.70921	2.0	F1SPN098_F0SPN001_F0SPN001	1
4	102	154	-1897.72867	2.0	F1SPN097_F0SPN001_F0SPN001	1
5	102	152	-1884.68553	2.0	F1SPN096_F0SPN001_F0SPN001	1
6	102	150	-1870.38620	2.0	F1SPN095_F0SPN001_F0SPN001	1
7	100	156	-1901.67298	2.0	F1SPN094_F0SPN001_F0SPN001	1
8	100	154	-1890.11218	2.0	F1SPN093_F0SPN001_F0SPN001	1
9	100	152	-1878.05634	2.0	F1SPN092_F0SPN001_F0SPN001	1
10	100	150	-1864.65753	2.0	F1SPN091_F0SPN001_F0SPN001	1
11	100	148	-1850.68221	2.0	F1SPN090_F0SPN001_F0SPN001	1
12	100	146	-1836.30537	2.0	F1SPN089_F0SPN001_F0SPN001	1
13	98	156	-1891.28115	2.0	F1SPN088_F0SPN001_F0SPN001	1
14	98	154	-1880.44518	2.0	F1SPN087_F0SPN001_F0SPN001	1
15	98	152	-1869.16473	2.0	F1SPN086_F0SPN001_F0SPN001	1
16	98	150	-1856.95416	2.0	F1SPN085_F0SPN001_F0SPN001	1
17	98	148	-1843.95952	2.0	F1SPN084_F0SPN001_F0SPN001	1
18	98	146	-1830.42944	2.0	F1SPN083_F0SPN001_F0SPN001	1
19	98	144	-1816.42832	2.0	F1SPN082_F0SPN001_F0SPN001	1
20	96	150	-1847.03719	2.0	F1SPN081_F0SPN001_F0SPN001	1
21	96	148	-1835.05913	2.0	F1SPN080_F0SPN001_F0SPN001	1
22	96	146	-1822.56507	2.0	F1SPN078_F0SPN001_F0SPN001	1
23	96	144	-1809.50224	2.0	F1SPN077_F0SPN001_F0SPN001	1
24	94	146	-1812.70387	2.0	F1SPN075_F0SPN001_F0SPN001	1
25	94	144	-1800.52348	2.0	F1SPN074_F0SPN001_F0SPN001	1
26	92	146	-1800.98110	2.0	F1SPN072_F0SPN001_F0SPN001	1
27	92	144	-1789.70112	2.0	F1SPN070_F0SPN001_F0SPN001	1
28	92	142	-1777.85822	2.0	F1SPN069_F0SPN001_F0SPN001	1
29	90	142	-1766.01478	2.0	F1SPN068_F0SPN001_F0SPN001	1
30	72	104	-1418.40662	2.0	F1SPN053_F0SPN001_F0SPN001	1
31	70	108	-1431.26039	2.0	F1SPN052_F0SPN001_F0SPN001	1
32	70	100	-1377.76048	2.0	F1SPN051_F0SPN001_F0SPN001	1
33	68	104	-1391.21286	2.0	F1SPN050_F0SPN001_F0SPN001	1
34	68	102	-1378.69547	2.0	F1SPN049_F0SPN001_F0SPN001	1
35	66	102	-1362.59073	2.0	F1SPN048_F0SPN001_F0SPN001	1
36	66	100	-1350.47410	2.0	F1SPN047_F0SPN001_F0SPN001	1
37	66	98	-1337.71449	2.0	F1SPN046_F0SPN001_F0SPN001	1
38	66	96	-1323.78552	2.0	F1SPN045_F0SPN001_F0SPN001	1
39	66	94	-1309.13406	2.0	F1SPN044_F0SPN001_F0SPN001	1
40	66	92	-1293.72542	2.0	F1SPN043_F0SPN001_F0SPN001	1
41	66	90	-1277.70063	2.0	F1SPN042_F0SPN001_F0SPN001	1
42	64	98	-1321.47330	2.0	F1SPN041_F0SPN001_F0SPN001	1
43	64	96	-1308.99194	2.0	F1SPN040_F0SPN001_F0SPN001	1
44	64	94	-1295.59749	2.0	F1SPN039_F0SPN001_F0SPN001	1
45	64	92	-1281.30023	2.0	F1SPN038_F0SPN001_F0SPN001	1
46	64	90	-1266.32864	2.0	F1SPN037_F0SPN001_F0SPN001	1
47	64	88	-1251.18707	2.0	F1SPN036_F0SPN001_F0SPN001	1
48	82	132	-1662.75325	2.0	F1SPN067_F0SPN001_F0SPN001	1
49	82	130	-1653.97679	2.0	F1SPN066_F0SPN001_F0SPN001	1
50	82	128	-1645.01508	2.0	F1SPN065_F0SPN001_F0SPN001	1
51	82	126	-1635.89266	2.0	F1SPN060_F0SPN001_F0SPN001	1
52	82	124	-1621.78701	2.0	F1SPN059_F0SPN001_F0SPN001	1
53	82	122	-1606.96857	2.0	F1SPN058_F0SPN001_F0SPN001	1
54	82	120	-1591.64987	2.0	F1SPN057_F0SPN001_F0SPN001	1
55	82	118	-1575.81684	2.0	F1SPN056_F0SPN001_F0SPN001	1
56	82	116	-1559.48128	2.0	F1SPN055_F0SPN001_F0SPN001	1
57	50	82	-1102.68603	2.0	F1SPN031_F0SPN001_F0SPN001	1
58	50	74	-1049.79795	2.0	F1SPN029_F0SPN001_F0SPN001	1
59	50	72	-1035.36456	2.0	F1SPN028_F0SPN001_F0SPN001	1
60	50	70	-1020.38103	2.0	F1SPN026_F0SPN001_F0SPN001	1
61	50	68	-1004.78946	2.0	F1SPN025_F0SPN001_F0SPN001	1
62	50	66	-988.51881	2.0	F1SPN024_F0SPN001_F0SPN001	1
63	50	64	-971.40893	2.0	F1SPN023_F0SPN001_F0SPN001	1
64	50	62	-953.36675	2.0	F1SPN022_F0SPN001_F0SPN001	1
65	50	58	-914.50074	2.0	F1SPN021_F0SPN001_F0SPN001	1
66	28	36	-561.71668	2.0	F1SPN020_F0SPN001_F0SPN001	1
67	28	34	-545.22083	2.0	F1SPN019_F0SPN001_F0SPN001	1
68	28	32	-526.80421	2.0	F1SPN018_F0SPN001_F0SPN001	1
69	28	30	-506.41717	2.0	F1SPN017_F0SPN001_F0SPN001	1
70	28	28	-483.95050	2.0	F1SPN016_F0SPN001_F0SPN001	1
71	20	30	-427.47131	2.0	F1SPN015_F0SPN001_F0SPN001	1
72	20	28	-415.97198	2.0	F1SPN010_F0SPN001_F0SPN001	1
73	20	26	-398.75027	2.0	F1SPN009_F0SPN001_F0SPN001	1
74	20	24	-380.94104	2.0	F1SPN008_F0SPN001_F0SPN001	1
75	20	22	-361.87704	2.0	F1SPN007_F0SPN001_F0SPN001	1
76	20	20	-342.03360	2.0	F1SPN001_F0SPN001_F0SPN001	1
77	82	132	5.50638	0.02	F1SPN067_F0SPN001_F0SPN001	18
78	82	130	5.48896	0.02	F1SPN066_F0SPN001_F0SPN001	18
79	82	128	5.46952	0.02	F1SPN065_F0SPN001_F0SPN001	18
80	82	126	5.45007	0.02	F1SPN060_F0SPN001_F0SPN001	18
81	82	124	5.43971	0.02	F1SPN059_F0SPN001_F0SPN001	18
82	82	122	5.42834	0.02	F1SPN058_F0SPN001_F0SPN001	18
83	82	120	5.41899	0.02	F1SPN057_F0SPN001_F0SPN001	18
84	82	118	5.40357	0.02	F1SPN056_F0SPN001_F0SPN001	18
85	82	116	5.39422	0.02	F1SPN055_F0SPN001_F0SPN001	18
86	50	74	4.60966	0.02	F1SPN029_F0SPN001_F0SPN001	18
87	50	72	4.59800	0.02	F1SPN028_F0SPN001_F0SPN001	18
88	50	70	4.58634	0.02	F1SPN026_F0SPN001_F0SPN001	18
89	50	68	4.57366	0.02	F1SPN025_F0SPN001_F0SPN001	18
90	50	66	4.55895	0.02	F1SPN024_F0SPN001_F0SPN001	18
91	50	64	4.54220	0.02	F1SPN023_F0SPN001_F0SPN001	18
92	50	62	4.52748	0.02	F1SPN022_F0SPN001_F0SPN001	18
93	50	58	4.49294	0.02	F1SPN021_F0SPN001_F0SPN001	18
94	28	36	3.78703	0.02	F1SPN020_F0SPN001_F0SPN001	18
95	28	34	3.76550	0.02	F1SPN019_F0SPN001_F0SPN001	18
96	28	32	3.73372	0.02	F1SPN018_F0SPN001_F0SPN001	18
97	28	30	3.68964	0.02	F1SPN017_F0SPN001_F0SPN001	18
98	28	28	3.66189	0.02	F1SPN016_F0SPN001_F0SPN001	18
99	20	30	3.43752	0.02	F1SPN015_F0SPN001_F0SPN001	18
100	20	28	3.39070	0.02	F1SPN010_F0SPN001_F0SPN001	18
101	20	26	3.41260	0.02	F1SPN009_F0SPN001_F0SPN001	18
102	20	24	3.43245	0.02	F1SPN008_F0SPN001_F0SPN001	18
103	20	22	3.42049	0.02	F1SPN007_F0SPN001_F0SPN001	18
104	20	20	3.38282	0.02	F1SPN001_F0SPN001_F0SPN001	18
105	100	152	0.5148145	0.05	F1SPN092_F0SPN001_F0SPN001	12
106	90	142	0.6814525	0.05	F1SPN068_F0SPN001_F0SPN001	12
107	92	144	0.5691325	0.05	F1SPN071_F0SPN001_F0SPN001	12
108	72	104	0.674718	0.05	F1SPN053_F0SPN001_F0SPN001	12
109	66	98	0.6786245	0.05	F1SPN046_F0SPN001_F0SPN001	12
110	50	74	1.2504275	0.05	F1SPN029_F0SPN001_F0SPN001	12
111	50	70	1.3168945	0.05	F1SPN026_F0SPN001_F0SPN001	12
112	96	148	0.566146	0.05	F1SPN080_F0SPN001_F0SPN001	13
113	92	142	0.606159	0.05	F1SPN069_F0SPN001_F0SPN001	13
114	90	142	0.8132845	0.05	F1SPN068_F0SPN001_F0SPN001	13
115	76	90	1.169037	0.05	F1SPN054_F0SPN001_F0SPN001	13
116	68	102	0.5040435	0.05	F1SPN049_F0SPN001_F0SPN001	13
117	66	94	0.7278535	0.05	F1SPN044_F0SPN001_F0SPN001	13
118	92	144	2.750	0.5	F1SPN071_F1SMN070_F0SPN001	1
119	92	146	2.557	0.5	F1SPN073_F1SMN072_F0SPN001	1
120	94	146	2.800	0.5	F1SPN076_F1SMN075_F0SPN001	1
121	96	146	1.900	0.5	F1SPN079_F1SMN078_F0SPN001	1
122	20	20	6.8	1.2	F1SPN002_F1SMN005_F0SPN001	1
123	20	20	7.28	1.2	F1SPN005_F1SPN006_F2SMN001	1
124	20	28	8.8	1.2	F1SMN013_F1SMN014_F2SPN010	1
125	50	82	6.68	1.2	F1SPN034_F1SPN035_F2SMN031	1
126	82	126	6.08	1.2	F1SPN063_F1SPN064_F2SMN060	1
127	20	20	7.24	1.2	F1SPN003_F1SPN004_F2SMN001	1
128	20	28	4.92	1.2	F1SPN011_F1SMN012_F0SPN010	1
129	50	82	6.03	1.2	F1SPN032_F1SPN033_F2SMN031	1
130	82	126	5.56	1.2	F1SPN061_F1SPN062_F2SMN060	1
