1	108	156	-1925.69700	2.0	1
2	106	154	-1908.03775	2.0	1
3	104	152	-1889.70921	2.0	1
4	102	154	-1897.72867	2.0	1
5	102	152	-1884.68553	2.0	1
6	102	150	-1870.38620	2.0	1
7	100	156	-1901.67298	2.0	1
8	100	154	-1890.11218	2.0	1
9	100	152	-1878.05634	2.0	1
10	100	150	-1864.65753	2.0	1
11	100	148	-1850.68221	2.0	1
12	100	146	-1836.30537	2.0	1
13	98	156	-1891.28115	2.0	1
14	98	154	-1880.44518	2.0	1
15	98	152	-1869.16473	2.0	1
16	98	150	-1856.95416	2.0	1
17	98	148	-1843.95952	2.0	1
18	98	146	-1830.42944	2.0	1
19	98	144	-1816.42832	2.0	1
20	96	150	-1847.03719	2.0	1
21	96	148	-1835.05913	2.0	1
22	96	146	-1822.56507	2.0	1
23	96	144	-1809.50224	2.0	1
24	94	146	-1812.70387	2.0	1
25	94	144	-1800.52348	2.0	1
26	92	146	-1800.98110	2.0	1
27	92	144	-1789.70112	2.0	1
28	92	142	-1777.85822	2.0	1
29	90	142	-1766.01478	2.0	1
30	72	104	-1418.40662	2.0	1
31	70	108	-1431.26039	2.0	1
32	70	100	-1377.76048	2.0	1
33	68	104	-1391.21286	2.0	1
34	68	102	-1378.69547	2.0	1
35	66	102	-1362.59073	2.0	1
36	66	100	-1350.47410	2.0	1
37	66	98	-1337.71449	2.0	1
38	66	96	-1323.78552	2.0	1
39	66	94	-1309.13406	2.0	1
40	66	92	-1293.72542	2.0	1
41	66	90	-1277.70063	2.0	1
42	64	98	-1321.47330	2.0	1
43	64	96	-1308.99194	2.0	1
44	64	94	-1295.59749	2.0	1
45	64	92	-1281.30023	2.0	1
46	64	90	-1266.32864	2.0	1
47	64	88	-1251.18707	2.0	1
48	50	80	-1090.160270	2.0	1
49	50	82	-1102.721617	2.0	1
50	50	84	-1108.759480	2.0	1
51	52	82	-1123.267654	2.0	1
52	52	84	-1131.301632	2.0	1
53	52	86	-1138.716842	2.0	1
54	52	88	-1145.741253	2.0	1
55	54	84	-1151.403943	2.0	1
56	54	86	-1160.558591	2.0	1
57	56	86	-1179.994949	2.0	1
58	56	88	-1190.054130	2.0	1
59	56	90	-1199.371562	2.0	1
60	58	88	-1208.476267	2.0	1
61	58	90	-1219.390466	2.0	1
62	58	92	-1229.982368	2.0	1
63	62	96	-1291.787596	2.0	1
64	62	98	-1302.916258	2.0	1
65	82	132	-1662.75325	2.0	1
66	82	130	-1653.97679	2.0	1
67	82	128	-1645.01508	2.0	1
68	82	126	-1635.89266	2.0	1
69	82	124	-1621.78701	2.0	1
70	82	122	-1606.96857	2.0	1
71	82	120	-1591.64987	2.0	1
72	82	118	-1575.81684	2.0	1
73	82	116	-1559.48128	2.0	1
74	50	74	-1049.79795	2.0	1
75	50	72	-1035.36456	2.0	1
76	50	70	-1020.38103	2.0	1
77	50	68	-1004.78946	2.0	1
78	50	66	-988.51881	2.0	1
79	50	64	-971.40893	2.0	1
80	50	62	-953.36675	2.0	1
81	50	58	-914.50074	2.0	1
82	28	36	-561.71668	2.0	1
83	28	34	-545.22083	2.0	1
84	28	32	-526.80421	2.0	1
85	28	30	-506.41717	2.0	1
86	28	28	-483.95050	2.0	1
87	20	30	-427.47131	2.0	1
88	20	28	-415.97198	2.0	1
89	20	26	-398.75027	2.0	1
90	20	24	-380.94104	2.0	1
91	20	22	-361.87704	2.0	1
92	20	20	-342.03360	2.0	1
93	82	132	5.50638	0.02	18
94	82	130	5.48896	0.02	18
95	82	128	5.46952	0.02	18
96	82	126	5.45007	0.02	18
97	82	124	5.43971	0.02	18
98	82	122	5.42834	0.02	18
99	82	120	5.41899	0.02	18
100	82	118	5.40357	0.02	18
101	82	116	5.39422	0.02	18
102	50	74	4.60966	0.02	18
103	50	72	4.59800	0.02	18
104	50	70	4.58634	0.02	18
105	50	68	4.57366	0.02	18
106	50	66	4.55895	0.02	18
107	50	64	4.54220	0.02	18
108	50	62	4.52748	0.02	18
109	50	58	4.49294	0.02	18
110	28	36	3.78703	0.02	18
111	28	34	3.76550	0.02	18
112	28	32	3.73372	0.02	18
113	28	30	3.68964	0.02	18
114	28	28	3.66189	0.02	18
115	20	30	3.43752	0.02	18
116	20	28	3.39070	0.02	18
117	20	26	3.41260	0.02	18
118	20	24	3.43245	0.02	18
119	20	22	3.42049	0.02	18
120	20	20	3.38282	0.02	18
121	100	152	0.5148145	0.05	12
122	92	144	0.5691325	0.05	12
123	72	104	0.674718	0.05	12
124	66	98	0.6786245	0.05	12
125	96	148	0.566146	0.05	13
126	92	142	0.606159	0.05	13
127	68	102	0.5040435	0.05	13
128	66	94	0.7278535	0.05	13
129	92	144	2.750	0.5	20
130	92	146	2.557	0.5	20
131	94	146	2.800	0.5	20
132	96	146	1.900	0.5	20
