58	96	146	82.9915194238	0.6	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
59	96	148	36.0590569481	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
60	96	150	34.1161442742	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
61	98	144	35.5677940388	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
62	98	146	33.6551198182	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
63	98	148	34.1161442742	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
64	98	150	34.5796743102	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
65	98	152	35.0457031725	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
66	98	154	35.5142241795	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
67	98	156	35.9852307208	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
68	100	146	34.1161442742	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
69	100	148	34.5796743102	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
70	100	150	35.0457031725	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
71	100	152	38.0509544781	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
72	100	154	34.7000439094	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
73	100	156	35.1566192462	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
74	102	150	35.5142241795	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
75	102	152	35.9852307208	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
76	102	154	36.4587162553	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
77	104	152	51.7258036872	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
78	106	154	36.0769163917	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
79	108	156	37.0067013038	0.3	(0, 0, 0, 0, 0)	(0, 0, 0, 0, 0)
